#38  ENSEMBL_ID             Ensembl Gene ID
GENE_RGD_ID	SYMBOL	NAME	GENE_DESC	CHROMOSOME_CELERA	CHROMOSOME_3.1	CHROMOSOME_3.4	FISH_BAND	START_POS_CELERA	STOP_POS_CELERA	STRAND_CELERA	START_POS_3.1	STOP_POS_3.1	STRAND_3.1	START_POS_3.4	STOP_POS_3.4	STRAND_3.4	CURATED_REF_RGD_ID	CURATED_REF_PUBMED_ID	UNCURATED_PUBMED_ID	NCBI_GENE_ID	UNIPROT_ID	(UNUSED)	GENBANK_NUCLEOTIDE	TIGR_ID	GENBANK_PROTEIN	UNIGENE_ID	SSLP_RGD_ID	SSLP_SYMBOL	OLD_SYMBOL	OLD_NAME	QTL_RGD_ID	QTL_SYMBOL	NOMENCLATURE_STATUS	SPLICE_RGD_ID	SPLICE_SYMBOL	GENE_TYPE	ENSEMBL_ID	GENE_REFSEQ_STATUS	CHROMOSOME_5.0	START_POS_5.0	STOP_POS_5.0	STRAND_5.0	CHROMOSOME_6.0	START_POS_6.0	STOP_POS_6.0	STRAND_6.0
1562373	Acaa1b	acetyl-Coenzyme A acyltransferase 1B	ENCODES a protein that exhibits palmitoyl-CoA oxidase activity (inferred); transferase activity, transferring acyl groups other than amino-acyl groups (inferred); INVOLVED IN bile acid metabolic process (inferred); fatty acid beta-oxidation (inferred); very long-chain fatty acid metabolic process (inferred); PARTICIPATES IN eicosanoid signaling pathway via peroxisome proliferator-activated receptor gamma; fatty acid metabolic pathway; unsaturated fatty acid biosynthetic pathway; ASSOCIATED WITH Heart Failure (ortholog); FOUND IN peroxisome; mitochondrion (ortholog); INTERACTS WITH 3,3',4,4',5-pentachlorobiphenyl; clofibrate; trichloroethene	8		8	q32	118033536	118055577	-				124110413	124118950	-	1600115;6907045;6480464;8553675	11931631	12477932;15489334;1680677;2307679;3036803	501072	F1LPD6;P07871		AABR07071730;AAHX01057524;AAHX01057525;BC098757;CH473954;D90063;J02749;NM_001040019;XM_017596152		AAA41497;AAH98757;BAA14107;EDL76923;NP_001035108;P07871;XP_017451641	Rn.154995	5085655	BI276716	LOC501072;RGD1562373	3-ketoacyl-CoA thiolase B, peroxisomal;acetyl-CoA acyltransferase B;beta-ketothiolase B;peroxisomal 3-ketoacyl-CoA thiolase B;peroxisomal 3-oxoacyl-CoA thiolase B;similar to 3-ketoacyl-CoA thiolase B, peroxisomal precursor (Beta-ketothiolase B);similar to 3-ketoacyl-CoA thiolase B, peroxisomal precursor (Beta-ketothiolase B) (Acetyl-CoA acyltransferase B) (Peroxisomal 3-oxoacyl-CoA thiolase B)			APPROVED			protein-coding	ENSRNOG00000032908	PROVISIONAL	8	127032830	127052532	-	8	127836235	127845296	-
67379	Acaa1a	acetyl-CoA acyltransferase 1	ENCODES a protein that exhibits palmitoyl-CoA oxidase activity; acetate CoA-transferase activity (ortholog); INVOLVED IN fatty acid beta-oxidation; response to drug; response to nutrient; PARTICIPATES IN eicosanoid signaling pathway via peroxisome proliferator-activated receptor gamma; fatty acid metabolic pathway; unsaturated fatty acid biosynthetic pathway; ASSOCIATED WITH Diabetes Mellitus, Experimental; D-BIFUNCTIONAL PROTEIN DEFICIENCY (ortholog); FOUND IN peroxisome; intracellular membrane-bounded organelle (ortholog); membrane (ortholog); INTERACTS WITH 2,3,7,8-tetrachlorodibenzodioxine; 2,4,6-trinitrotoluene; 2,6-dinitrotoluene	8	8	8	q32	118231008	118239798	+	124324833	124333624	+	124305097	124313887	+	61489;70068;619610;68908;1299138;1299140;1299139;1598675;1598676;1300048;1580654;1580655;2313044;6480464;6907045;1580664;8554082	14561759;17632588;2210380;2307679;2882519;3036803;8954134;9101583;9530624;9716657	12477932;15489334;1680677	24157	F1LPD6;P21775		AABR07073459;AAHX01057527;BC078905;BC089821;D90058;FQ219270;M32801;NM_012489	TC204651	AAA41471;AAH89821;BAA14106;NP_036621;P21775	Rn.8913	10054;10055;5082377	BI274607;D8Arb22;D8Wox10	Acaa;Acaa1;MGC108766	3-ketoacyl-CoA thiolase A, peroxisomal;Acetyl-CoA acyltransferase 3-oxo acyl-CoA thiolase A 1 peroxisomal;Acetyl-CoA acyltransferase 3-oxo acyl-CoA thiolase A peroxisomal;Pktaa;acetyl-CoA acyltransferase 1A;acetyl-CoA acyltransferase 3-oxo acyl-CoA thiolase A;acetyl-CoA acyltransferase A;acetyl-CoA acyltransferase, 3-oxo acyl-CoA thiolase A;acetyl-Coenzyme A acyltransferase 1;acetyl-Coenzyme A acyltransferase 1 (peroxisomal 3-oxoacyl-Coenzyme A thiolase);acetyl-Coenzyme A acyltransferase 1A;beta-ketothiolase A;peroxisomal 3-oxoacyl-CoA thiolase A			APPROVED			protein-coding	ENSRNOG00000032908	PROVISIONAL	8	127234641	127243232	+	8	128027880	128036471	+
621248	Acaca	acetyl-CoA carboxylase alpha	ENCODES a protein that exhibits acetyl-CoA carboxylase activity; ATP binding; biotin binding; INVOLVED IN acetyl-CoA metabolic process; fatty acid biosynthetic process; response to drug; PARTICIPATES IN fatty acid biosynthetic pathway; Leigh syndrome pathway; malonic aciduria disease pathway; ASSOCIATED WITH Fatty Liver; Insulin Resistance; Acetyl-Coa Carboxylase Deficiency (ortholog); FOUND IN actin cytoskeleton (ortholog); cytoplasm (ortholog); cytosol (ortholog); INTERACTS WITH (S)-nicotine; 17alpha-ethynylestradiol; 17beta-estradiol	10	10	10	q26	68011070	68201435	+	72498141	72691504	+	72483772	72677134	+	619610;631935;631934;631933;1598407;1300332;1625730;1625727;1625728;1601566;1300238;1300048;1580654;1580655;2317309;2317316;5132881;6480464;6907045;7240710;8554872;10402751;10047183	11735100;12842871;12949377;16026327;16485039;16979414;17882277;21569266;2565337;2566999;2901088;704404;734871	16216881;16396499;17218081;17956983;18280001;18381287;18534630;19618481;1974251;2567668;2573562;2900138;7910165	60581	A0A0G2K5G8;D3ZRA3;P11497		AABR07030151;AABR07030152;AABR07030153;AABR07030154;AABR07072160;AAHX01065241;AAHX01065242;AAHX01065243;AAHX01065244;AAHX01065245;AAHX01065246;AC096263;AH002123;CH473948;EF121986;EF121987;HB871887;HB873147;HB875018;HB879528;HB888263;HB921072;HC929296;HC930556;HC932427;HC936937;HC945672;HC978481;J03808;M26195;M26196;M26197;M31459;M31460;M31461;NM_022193;X53003		AAA40652;AAA40653;AAA40654;AAA40655;AAA40656;ABL63425;ABL63426;CBF60000;CBF60635;CBF61881;CBF64062;CBF68276;CBF95526;CBU85244;CBU85853;CBU86757;CBU88938;CBU93150;CBV09046;EDM05508;EDM05509;EDM05510;EDM05511;NP_071529;P11497	Rn.163753;Rn.217177;Rn.44372	5501490	D17S1255	ACC1;Acac	ACC-alpha;acetyl-CoA carboxylase 1;acetyl-Coenzyme A carboxylase alpha;acetyl-coenzyme A carboxylase			APPROVED			protein-coding	ENSRNOG00000034013	PROVISIONAL	10	71431885	71630271	+	10	71519392	71719910	+
1306270	Acad11	acyl-CoA dehydrogenase family, member 11	ENCODES a protein that exhibits long-chain-acyl-CoA dehydrogenase activity (ortholog); medium-chain-acyl-CoA dehydrogenase activity (ortholog); very-long-chain-acyl-CoA dehydrogenase activity (ortholog); INVOLVED IN fatty acid beta-oxidation using acyl-CoA dehydrogenase (ortholog); FOUND IN peroxisome; mitochondrial membrane (ortholog); mitochondrion (ortholog); INTERACTS WITH 2,3,7,8-tetrachlorodibenzodioxine; bisphenol A; diuron	8	8	8	q32	104045620	104111515	+	109144288	109209371	+	109124763	109190186	+	6480464;1580664	14561759	12477932	315973	B3DMA2		AABR07071378;AABR07071379;AABR07071380;AABR07071381;AAHX01056839;AAHX01056840;AAHX01056841;BC167762;CH473954;FQ228849;NM_001108181		AAI67762;B3DMA2;EDL77362;NP_001101651	Rn.8651	5086620	BQ205714	LOC315973;RGD1306270	ACAD-11;acyl-CoA dehydrogenase family member 11;acyl-Coenzyme A dehydrogenase family, member 11;similar to 5730439E10Rik protein			APPROVED			protein-coding	ENSRNOG00000010940	PROVISIONAL	8	111982421	112062751	+	8	112594758	112676275	+
7502825	Ac1576	uncharacterized LOC102552783	ENCODES a protein that exhibits nucleic acid binding (inferred)	10			q26	67844153	67861151	-										102552783	Q7TQ73		AAHX01065229;AAHX01065230;AAHX01065231;AC105531;AY310158;NM_001287624		AAP78766;NP_001274553	Rn.230759				uncharacterized protein LOC102552783			PROVISIONAL			protein-coding	ENSRNOG00000058372	PREDICTED	10	71255743	71272595	-	10	71342035	71358887	-
727973	Acad9	acyl-CoA dehydrogenase family, member 9	INVOLVED IN mitochondrial respiratory chain complex I assembly (ortholog); PARTICIPATES IN fatty acid beta degradation pathway; ASSOCIATED WITH Acyl-CoA Dehydrogenase Family, Member 9, Deficiency of (ortholog); FOUND IN dendrite (ortholog); mitochondrion (ortholog); nucleus (ortholog); INTERACTS WITH 2,2',5,5'-tetrachlorobiphenyl; 2,4,6-trinitrotoluene; bisphenol A	2	2	2	q25	113903986	113926961	+	122528005	122531312	+	122562974	122585953	+	727989;1600115;1580654;2317589;1598407;6480464;7240710;8554872	14728676	12477932;18385088	294973	B1WC61;Q7TSP3		AABR07010088;AAHX01016320;AY292988;BC162016;CH473961;NM_181768;XM_006232269;XM_006232270		AAI62016;AAP44117;EDM01261;EDM01262;EDM01263;EDM01264;EDM01265;EDM01266;NP_861433;XP_006232331;XP_006232332	Rn.13649	5032897;5086191	AI178764;RH136888	Nyggf2	acyl-CoA dehydrogenase family member 9, mitochondrial;acyl-Coenzyme A dehydrogenase family, member 9			APPROVED			protein-coding	ENSRNOG00000014178	PROVISIONAL	2	142407910	142432025	+	2	122782051	122806166	+
620482	Acaa2	acetyl-CoA acyltransferase 2	ENCODES a protein that exhibits acetyl-CoA C-acyltransferase activity; poly(A) RNA binding (ortholog); INVOLVED IN acetyl-CoA metabolic process; fatty acid beta-oxidation; cellular response to hypoxia (ortholog); PARTICIPATES IN fatty acid beta degradation pathway; 3-hydroxy-3-methylglutaryl-CoA lyase deficiency pathway; 3-hydroxyacyl-CoA dehydrogenase deficiency pathway; ASSOCIATED WITH Osteoarthritis (ortholog); Respiratory Distress Syndrome, Adult (ortholog); FOUND IN mitochondrial matrix; mitochondrion; extracellular exosome (ortholog); INTERACTS WITH 1,2,4-trimethylbenzene; 1,3-dinitrobenzene; 17alpha-ethynylestradiol	18	18	18	q12.2	66521595	66549734	+	71660459	71705811	+	71587259	71632610	+	619610;632025;1580654;1580655;1600115;2317624;2317620;6480464;6907045;10402751	11879205;16476568;3038520		170465	A0A0G2K642;G3V9U2;P13437		AABR07032532;AABR07072612;AAHX01095967;AAHX01095968;AAHX01095969;AAHX01095970;AC135265;CH474095;FQ209815;FQ215874;FQ216726;FQ228855;NM_130433;X05341		CAA28952;EDL82875;EDL82876;EDL82877;EDL82878;EDL82879;EDL82880;EDL82881;EDL82882;EDL82883;EDL82884;EDL82885;NP_569117;P13437	Rn.3786	5042314;5042370;5042572;66581	D18Mco7;RH129363;RH129395;RH129515		3-ketoacyl-CoA thiolase, mitochondrial;acetyl-CoA acyltransferase;acetyl-Coenzyme A acyltransferase 2;acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase);beta-ketothiolase;mitochondrial 3-oxoacyl-CoA thiolase			APPROVED			protein-coding	ENSRNOG00000013766	PROVISIONAL	18	69873084	69901836	+	18	70733872	70762395	+
2011	Acadl	acyl-CoA dehydrogenase, long chain	ENCODES a protein that exhibits fatty-acyl-CoA binding; flavin adenine dinucleotide binding; long-chain-acyl-CoA dehydrogenase activity; INVOLVED IN fatty acid beta-oxidation using acyl-CoA dehydrogenase; long-chain fatty acid catabolic process; protein homotetramerization; PARTICIPATES IN fatty acid beta degradation pathway; 3-hydroxyacyl-CoA dehydrogenase deficiency pathway; carnitine palmitoyl transferase deficiency type I pathway; FOUND IN mitochondrial matrix; mitochondrial membrane; mitochondrion; INTERACTS WITH (R)-lipoic acid; 17beta-estradiol; 2,3,7,8-tetrachlorodibenzodioxine	9	9	9	q32	65813263	65851320	-	65760111	65798754	-	65613130	65651775	-	70068;619610;631718;631739;704362;737633;1600115;704409;1300048;1580654;1580655;2317589;2317678;6480464;6907045;8554872;10402751;8553446	11125071;12477932;14728676;15060019;2777793;3813556;3968063;8660691	15489334;23106098;8268228	25287	P15650		AABR07067952;AABR07067953;AAHX01060562;AAHX01060563;BC062006;CH474044;FQ215575;FQ218275;J05029;L11276;NM_012819	TC203790	AAA40668;AAA41514;AAH62006;EDL75290;EDL75291;NP_036951;P15650	Rn.174	5029849;5052821;5506717	ACADL;AW530440;RH142293	LCAD	ACOADA;Acyl Coenzyme A dehydrogenase long chain;Acyl Coenzyme A dehydrogenase, long chain;LCAD long chain acyl-CoA dehydrogenase;LCAD, long chain acyl-CoA dehydrogenase;acetyl-Coenzyme A dehydrogenase, long-chain;acyl-Coenzyme A dehydrogenase, long-chain;long-chain acyl-CoA dehydrogenase;long-chain specific acyl-CoA dehydrogenase, mitochondrial			APPROVED			protein-coding	ENSRNOG00000012966	PROVISIONAL	9	73434371	73472895	+	9	73833368	73871857	-
1310159	Acad10	acyl-CoA dehydrogenase family, member 10	ENCODES a protein that exhibits hydrolase activity (inferred); oxidoreductase activity, acting on the CH-CH group of donors (inferred); INVOLVED IN oxidation-reduction process (inferred); FOUND IN mitochondrion (ortholog); INTERACTS WITH 6-propyl-2-thiouracil; bisphenol A; flutamide	12	12	12	q16	36565774	36608251	+	35927378	35939233	+	36070275	36075844	+	1600115;6480464;8554872		12477932;25002582	304500	B5DEF6;F1LSP2;M0R6F2		AABR07036372;AABR07036373;AAHX01072530;AAHX01072531;AAHX01072532;BC168650;CH473973;NM_001134537;XM_006249386		AAI68650;EDM13723;NP_001128009;XP_006249448	Rn.13452	40112;5045912	D12Rat84;RH131450	LOC304500;MGC187436;RGD1310159	acyl-CoA dehydrogenase family member 10;acyl-Coenzyme A dehydrogenase family, member 10;similar to acetyl-coA dehydrogenase -related (111.6 kD) (5G231)			APPROVED			protein-coding	ENSRNOG00000037815	PROVISIONAL	12	42285817	42328189	+	12	40417918	40460562	+
2013	Acadsb	acyl-CoA dehydrogenase, short/branched chain	ENCODES a protein that exhibits acyl-CoA dehydrogenase activity; electron carrier activity; short-branched-chain-acyl-CoA dehydrogenase activity; INVOLVED IN acyl-CoA metabolic process; PARTICIPATES IN 3-hydroxy-3-methylglutaryl-CoA lyase deficiency pathway; 3-hydroxyisobutyric aciduria pathway; 3-methylcrotonyl CoA carboxylase 1 deficiency pathway; ASSOCIATED WITH 2-Methylbutyryl-CoA Dehydrogenase Deficiency (ortholog); Autistic Disorder (ortholog); FOUND IN extracellular exosome (ortholog); mitochondrion (ortholog); INTERACTS WITH (-)-epigallocatechin 3-gallate; 2,3,7,8-tetrachlorodibenzodioxine; 2,4-dinitrotoluene	1	1	1	q41	183943792	183982502	+	191165470	191176156	+	190987657	191026275	+	619610;631739;1298221;1358267;704409;1600115;1300336;1300048;1580654;1580655;6480464;6907045;7240710;8554872;10402751	11125071;12855692;631739;734879;8660691	23474214	25618	A0A0A0MY00;P70584		AAHX01008689;AAHX01008690;AAHX01008691;AAHX01008692;AC123083;CH473953;FQ210776;NM_013084;U64451;XM_008759865;XM_008759866;XM_008759867		AAB17136;EDM11700;EDM11701;NP_037216;P70584;XP_008758087;XP_008758088;XP_008758089	Rn.44423	5057173	D1Bda38	2-MEBCAD;SBCAD	2-methyl branched chain acyl-CoA dehydrogenase;2-methylbutyryl-CoA dehydrogenase;2-methylbutyryl-coenzyme A dehydrogenase;Acyl-Coenzyme A dehydrogenase short-branched chain;Acyl-Coenzyme A dehydrogenase, short-branched chain;acyl-Coenzyme A dehydrogenase, short/branched chain;short/branched chain specific acyl-CoA dehydrogenase, mitochondrial			APPROVED			protein-coding	ENSRNOG00000020624	PROVISIONAL	1	209013684	209048775	+	1	201981362	202022771	+
2014	Acadvl	acyl-CoA dehydrogenase, very long chain	ENCODES a protein that exhibits acyl-CoA dehydrogenase activity; fatty-acyl-CoA binding; flavin adenine dinucleotide binding; INVOLVED IN fatty acid beta-oxidation; fatty acid beta-oxidation using acyl-CoA dehydrogenase; very long-chain fatty acid catabolic process; PARTICIPATES IN fatty acid beta degradation pathway; carnitine palmitoyl transferase deficiency type I pathway; ethylmalonic encephalopathy disease pathway; ASSOCIATED WITH Heat Stress Disorders; Metabolic Syndrome X; Non-alcoholic Fatty Liver Disease; FOUND IN mitochondrial inner membrane; mitochondrion; cytoplasm (ortholog); INTERACTS WITH 1,2,4-trimethylbenzene; 6-propyl-2-thiouracil; ammonium chloride	10	10	10	q24	53886459	53891606	-	56869857	56875003	-	56856233	56861380	-	70068;619610;631729;704409;1600115;1300337;1300048;1300240;1580655;1580654;2317683;2317689;2317589;6480464;6484113;6907045;7240710;7327223;8554872;10047115;10047118;10047121;8553966;10047114;10402751;10047124	11125071;14728676;15840571;15850553;1730632;17374454;20533907;22569299;23076603;25191539;25260493;704385;734536;8034667	12477932	25363	P45953;Q5M9H2		AABR07029864;AAHX01064609;BC087036;CH473948;D30647;FQ210754;FQ219329;NM_012891	TC217112	AAH87036;BAA06331;EDM04962;EDM04963;EDM04964;EDM04965;NP_037023;P45953	Rn.33319			MGC93660;VLCAD;VLCAD, very-long-chain acyl-CoA dehydrogenase	Acyl-Coa dehydrogenase Very long chain;VLCAD very-long-chain acyl-CoA dehydrogenase;Very long chain Acyl-Coa dehydrogenase;acyl-Coenzyme A dehydrogenase, very long chain;very long-chain specific acyl-CoA dehydrogenase, mitochondrial			APPROVED			protein-coding	ENSRNOG00000018114	PROVISIONAL	10	56364440	56369587	-	10	56619321	56624468	-
620514	Acads	acyl-CoA dehydrogenase, C-2 to C-3 short chain	ENCODES a protein that exhibits acyl-CoA dehydrogenase activity; butyryl-CoA dehydrogenase activity; fatty-acyl-CoA binding; INVOLVED IN butyrate catabolic process; fatty acid beta-oxidation using acyl-CoA dehydrogenase; protein homotetramerization; PARTICIPATES IN fatty acid beta degradation pathway; 3-hydroxy-3-methylglutaryl-CoA lyase deficiency pathway; 3-hydroxyacyl-CoA dehydrogenase deficiency pathway; ASSOCIATED WITH Short Chain Acyl CoA Dehydrogenase Deficiency (ortholog); FOUND IN mitochondrial matrix; mitochondrial membrane; mitochondrion; INTERACTS WITH 2,3,7,8-tetrachlorodibenzodioxine; 2,4,6-trinitrotoluene; 6-propyl-2-thiouracil	12	12	12	q16	43112383	43121613	+	42628671	42637916	+	42765284	42774528	+	619610;633755;632244;631718;737633;1600115;1598702;1598703;1598704;1598700;1598701;1300335;1300239;1300048;1580655;1580654;2317589;2317678;6480464;6907045;7240710;8554872;10402751;8553446	11786296;11812788;12390888;12477932;14728676;16730694;2777793;3813556;3968063;704405;734878;8226958;8952487;9459013	25636810;25753319	64304	P15651;Q6IMX3		AAHX01072950;AAHX01072951;AC105804;BC072545;CH473973;FQ227562;J05030;NM_022512		AAA40669;AAH72545;EDM13909;EDM13910;NP_071957;P15651	Rn.1167	5050906	RH134326	Scad	acetyl-Coenzyme A dehydrogenase, short chain;acyl-Coenzyme A dehydrogenase, C-2 to C-3 short chain;acyl-Coenzyme A dehydrogenase, short chain;butyryl-CoA dehydrogenase;short chain acyl-coenzyme A dehydrogenase;short-chain acyl-CoA dehydrogenase;short-chain specific acyl-CoA dehydrogenase, mitochondrial	7411545;7411588;7411597	Bw128;Foco10;Foco6	APPROVED			protein-coding	ENSRNOG00000001177	PROVISIONAL	12	49049549	49059164	+	12	47254503	47263747	+
2012	Acadm	acyl-CoA dehydrogenase, C-4 to C-12 straight chain	ENCODES a protein that exhibits acyl-CoA dehydrogenase activity; fatty-acyl-CoA binding; flavin adenine dinucleotide binding; INVOLVED IN fatty acid beta-oxidation using acyl-CoA dehydrogenase; medium-chain fatty acid catabolic process; protein homotetramerization; PARTICIPATES IN fatty acid beta degradation pathway; 3-hydroxy-3-methylglutaryl-CoA lyase deficiency pathway; 3-hydroxyisobutyric aciduria pathway; ASSOCIATED WITH Non-alcoholic Fatty Liver Disease; Enterocolitis, Necrotizing (ortholog); Liver Failure (ortholog); FOUND IN mitochondrial matrix; mitochondrial membrane; mitochondrion; INTERACTS WITH 1-naphthyl isothiocyanate; 17alpha-ethynylestradiol; 17beta-estradiol	2	2	2	q45	234791302	234815446	-	251881251	251905336	-	251866645	251890729	-	70068;619610;70860;631718;631724;631739;704362;1358266;704409;1600115;1598685;1598687;1598688;1598689;1598690;1598691;1300334;1300048;1580655;1580654;2317589;2317678;6480464;6484113;6907045;7240710;8554872;10402751;10047124;8553446	10958805;11125071;11306811;14728676;15060019;15358373;15850406;15852996;15863369;23076603;2777793;3611054;3813556;3968063;734877;8615829;8660691;9164869	18061544;19428797;19703432;2029527;21084676	24158	G3V796;P08503		AABR07013860;AAHX01011106;BP502473;CH473952;CK359511;FQ214755;J02791;NM_016986	TC216640	AAA40670;EDL82532;NP_058682;P08503	Rn.6302	5028777;5035562;5048878;5075084	ACADM;RH133158;RH138389;RH142291	MCAD;MCAD, medium chain acyl-CoA dehydrogenase	Acyl-Coenzyme A dehydrogenase C-4 to C-12 straight-chain;Acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight-chain;acetyl-Coenzyme A dehydrogenase, medium chain;acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain;acyl-Coenzyme A dehydrogenase, medium chain;medium-chain acyl-CoA dehydrogenase;medium-chain specific acyl-CoA dehydrogenase, mitochondrial			APPROVED			protein-coding	ENSRNOG00000009845	VALIDATED	2	278788485	278812656	-	2	260124418	260148589	-
